"source","destination","targetPorts","bytesOut","bytesIn","durationSeconds","firstFlowDate","lastFlowDate","attemptCount"
"172.20.2.75","10.0.0.10",58,26224,630.0689655,10,"2013-04-03 06:49:20","2013-04-03 11:13:37",58
"172.10.1.48","10.1.0.77",114,51871,623.3859649,22,"2013-04-03 06:49:05","2013-04-03 15:08:59",114
"172.10.1.200","10.0.0.14",74,33948,626.7432432,21,"2013-04-03 06:51:00","2013-04-03 15:05:43",74
"10.0.0.7","172.10.1.183",1,570,108.0,0,"2013-04-03 09:51:27","2013-04-03 09:51:27",1
"10.0.0.12","172.10.2.69",1,633,368.0,0,"2013-04-03 09:49:29","2013-04-03 09:49:29",1
"172.30.1.93","10.0.0.14",61,27478,612.5081967,23,"2013-04-03 06:52:04","2013-04-03 12:10:41",61
"10.1.0.76","172.10.1.135",1,633,392.0,0,"2013-04-03 10:36:36","2013-04-03 10:36:36",1
"172.10.1.100","10.0.0.9",115,51696,625.4956522,15,"2013-04-03 06:49:45","2013-04-03 15:04:24",115
"172.20.2.112","172.0.0.1",25,2610,97.2,18,"2013-04-03 01:23:43","2013-04-03 22:16:11",25
"172.30.2.124","10.0.0.5",72,30804,591.6388889,152,"2013-04-03 06:54:28","2013-04-03 12:12:37",72
"10.0.0.9","172.10.1.156",1,632,391.0,0,"2013-04-03 10:07:49","2013-04-03 10:07:49",1
"10.0.0.9","172.30.1.102",1,570,108.0,0,"2013-04-03 10:17:49","2013-04-03 10:17:49",1
"172.20.0.3","172.20.1.190",1,317,0.0,0,"2013-04-03 07:24:59","2013-04-03 07:24:59",1
"172.30.2.77","10.0.0.9",68,30297,621.1176471,0,"2013-04-03 06:48:24","2013-04-03 12:04:07",68
"172.10.1.186","10.0.0.13",68,30541,607.5735294,20,"2013-04-03 06:52:22","2013-04-03 15:06:27",68
"10.0.0.10","172.10.2.144",1,633,422.0,2,"2013-04-03 10:24:53","2013-04-03 10:24:53",1
"172.30.1.90","10.0.0.6",80,36353,630.55,5,"2013-04-03 06:53:10","2013-04-03 12:12:21",80
"172.10.1.69","10.0.0.7",103,46888,632.0,9,"2013-04-03 06:49:55","2013-04-03 14:49:40",103
"10.0.0.5","172.10.2.128",2,1202,237.5,2,"2013-04-03 10:21:37","2013-04-03 10:41:35",2
"172.10.0.6","172.20.2.139",13,962,0.0,0,"2013-04-03 04:22:18","2013-04-03 23:18:33",13
"172.20.1.63","10.0.0.13",90,40806,633.0,2,"2013-04-03 06:49:29","2013-04-03 11:08:52",90
"172.10.1.240","10.0.0.5",106,48368,621.754717,27,"2013-04-03 06:55:38","2013-04-03 14:36:39",106
"172.20.1.4","10.0.0.11",68,30872,633.0,0,"2013-04-03 06:51:22","2013-04-03 11:15:04",68
"172.30.1.150","10.0.0.12",81,36490,632.2345679,2,"2013-04-03 06:54:41","2013-04-03 11:44:46",81
"10.1.0.75","172.30.2.104",1,633,392.0,0,"2013-04-03 10:34:17","2013-04-03 10:34:17",1
"172.10.2.103","10.0.0.8",117,50665,628.0512821,29,"2013-04-03 06:48:48","2013-04-03 15:01:15",117
"172.20.2.90","10.0.0.6",65,29728,632.0,10,"2013-04-03 06:51:23","2013-04-03 11:13:03",65
"172.20.2.98","10.0.0.11",64,29056,631.3125,6,"2013-04-03 06:53:59","2013-04-03 11:28:34",64
"172.10.1.71","10.0.0.10",103,46786,626.8543689,18,"2013-04-03 06:51:16","2013-04-03 15:15:05",103
"172.10.1.113","10.0.0.12",63,28724,618.3015873,17,"2013-04-03 06:49:54","2013-04-03 14:53:26",63
"172.10.1.208","10.1.0.75",95,43076,626.4210526,79,"2013-04-03 06:51:11","2013-04-03 15:00:49",95
"172.20.1.44","10.7.5.5",105,7004776,2753763.952,5904,"2013-04-03 10:08:46","2013-04-03 11:28:04",105
"10.0.0.10","172.10.1.247",1,633,392.0,0,"2013-04-03 11:23:50","2013-04-03 11:23:50",1
"172.10.1.139","10.1.0.76",85,39074,623.0117647,50,"2013-04-03 06:48:39","2013-04-03 15:07:46",85
"172.30.2.79","10.0.0.13",73,32532,606.3561644,62,"2013-04-03 06:51:09","2013-04-03 12:12:37",73
"10.0.0.11","172.30.1.104",3,1320,261.3333333,0,"2013-04-03 09:55:42","2013-04-03 10:48:27",3
"172.10.1.115","10.0.0.11",72,32634,631.5,12,"2013-04-03 06:50:29","2013-04-03 15:18:37",72
"172.30.0.2","172.0.0.1",84,7560,90.0,0,"2013-04-03 00:17:08","2013-04-03 23:53:35",84
"172.10.1.134","10.0.0.14",71,32430,618.4366197,21,"2013-04-03 06:59:25","2013-04-03 15:16:02",71
"172.30.2.77","10.0.0.6",77,34657,622.3896104,107,"2013-04-03 06:49:34","2013-04-03 12:04:07",77
"172.30.1.142","10.0.0.6",76,34165,614.0526316,46,"2013-04-03 06:49:15","2013-04-03 12:03:53",76
"172.30.2.136","10.0.0.12",85,36952,599.3058824,29,"2013-04-03 06:49:38","2013-04-03 12:12:37",85
"172.10.2.77","239.255.255.250",6,1400,0.0,6,"2013-04-03 06:36:41","2013-04-03 06:36:48",6
"172.30.1.92","10.0.0.5",74,33255,622.7297297,17,"2013-04-03 06:48:42","2013-04-03 12:13:51",74
"172.30.1.253","10.0.0.9",111,50229,630.5405405,5,"2013-04-03 06:49:10","2013-04-03 15:12:30",111
"172.30.1.175","10.0.0.7",89,39527,618.4044944,0,"2013-04-03 06:49:06","2013-04-03 12:05:18",89
"172.10.2.65","10.0.0.10",86,37490,628.244186,32,"2013-04-03 06:50:25","2013-04-03 14:44:25",86
"172.10.0.6","172.30.1.18",11,814,0.0,0,"2013-04-03 04:57:34","2013-04-03 22:18:21",11
"172.30.2.56","10.0.0.6",78,35102,617.5641026,393,"2013-04-03 06:48:51","2013-04-03 12:12:37",78
"172.30.2.136","10.1.0.76",68,29740,603.4852941,4,"2013-04-03 06:51:19","2013-04-03 12:12:37",68
"172.30.1.81","10.0.0.11",89,40236,624.0674157,36,"2013-04-03 06:48:15","2013-04-03 12:12:43",89
"172.20.2.96","10.0.0.12",67,30026,624.358209,3,"2013-04-03 06:52:33","2013-04-03 11:08:12",67
"172.20.1.96","10.0.0.12",64,29310,614.3125,27,"2013-04-03 06:50:46","2013-04-03 11:03:39",64
"172.20.2.126","10.0.0.8",69,31203,624.5217391,7,"2013-04-03 06:50:18","2013-04-03 11:12:54",69
"172.30.0.4","10.89.54.12",41667,3150440,6.301029592,21329,"2013-04-03 09:33:06","2013-04-03 11:48:39",41667
"172.30.2.70","10.0.0.9",91,40433,616.2417582,101,"2013-04-03 06:49:52","2013-04-03 12:12:37",91
"172.10.1.33","10.0.0.13",98,44546,632.4489796,4,"2013-04-03 06:49:04","2013-04-03 14:57:04",98
"172.30.2.146","10.0.0.13",76,34004,610.3552632,20,"2013-04-03 06:50:49","2013-04-03 12:06:50",76
"172.10.2.141","10.0.0.14",104,45042,632.4807692,13,"2013-04-03 06:49:51","2013-04-03 14:50:08",104
"172.30.1.109","239.255.255.250",5,1575,0.0,12,"2013-04-03 06:35:59","2013-04-03 12:05:33",5
"10.0.0.11","172.30.1.200",1,633,392.0,0,"2013-04-03 10:12:14","2013-04-03 10:12:14",1
"172.20.1.230","10.0.0.10",129,58972,628.5116279,72,"2013-04-03 06:50:33","2013-04-03 15:11:55",129
"172.30.1.15","172.30.0.4",1,186,0.0,9,"2013-04-03 11:54:13","2013-04-03 11:54:13",1
"10.0.0.10","172.20.1.51",1,633,392.0,0,"2013-04-03 11:06:43","2013-04-03 11:06:43",1
"172.10.1.70","239.255.255.250",8,1750,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",8
"172.10.1.222","10.0.0.9",92,42296,631.4130435,17,"2013-04-03 06:51:37","2013-04-03 14:54:38",92
"172.10.1.178","10.0.0.10",83,38270,632.3493976,22,"2013-04-03 06:51:33","2013-04-03 15:17:28",83
"172.30.2.90","10.0.0.5",49,22259,629.7959184,76,"2013-04-03 06:51:36","2013-04-03 12:06:58",49
"10.0.0.6","172.10.1.49",1,570,108.0,0,"2013-04-03 09:37:02","2013-04-03 09:37:02",1
"172.20.1.16","10.0.0.9",67,29898,613.1343284,13,"2013-04-03 07:02:40","2013-04-03 11:07:14",67
"172.20.1.87","10.0.0.10",77,35134,625.4805195,19,"2013-04-03 06:49:30","2013-04-03 11:28:44",77
"10.0.0.6","172.20.1.234",2,1202,249.5,0,"2013-04-03 10:20:19","2013-04-03 10:59:27",2
"10.0.0.12","172.10.1.144",1,633,392.0,0,"2013-04-03 09:34:04","2013-04-03 09:34:04",1
"10.0.0.8","172.10.1.42",1,632,391.0,0,"2013-04-03 10:45:30","2013-04-03 10:45:30",1
"172.30.1.250","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.30.1.92","10.0.0.13",54,24238,620.2777778,3,"2013-04-03 06:50:30","2013-04-03 12:12:13",54
"172.10.2.82","10.0.0.8",103,44079,630.9514563,4,"2013-04-03 06:49:08","2013-04-03 15:05:36",103
"10.0.0.13","172.30.2.50",2,1204,250.0,0,"2013-04-03 10:14:25","2013-04-03 11:12:43",2
"172.20.2.128","10.0.0.11",70,31742,618.2285714,88,"2013-04-03 06:50:28","2013-04-03 11:13:02",70
"172.30.1.238","10.0.0.10",112,51024,632.5178571,4,"2013-04-03 06:48:11","2013-04-03 14:51:17",112
"172.10.1.78","10.0.0.14",113,51478,631.5663717,29,"2013-04-03 06:49:34","2013-04-03 15:02:24",113
"172.30.1.165","10.0.0.12",50,23052,621.58,19,"2013-04-03 06:48:02","2013-04-03 11:47:37",50
"172.10.1.47","10.1.0.100",108,49494,627.7037037,27,"2013-04-03 06:49:13","2013-04-03 14:47:55",108
"10.1.0.77","172.10.1.254",1,633,392.0,0,"2013-04-03 10:43:41","2013-04-03 10:43:41",1
"172.10.1.13","10.0.0.9",120,54439,627.25,27,"2013-04-03 06:51:22","2013-04-03 14:54:46",120
"10.0.0.8","172.20.1.11",1,570,108.0,0,"2013-04-03 11:00:42","2013-04-03 11:00:42",1
"10.0.0.6","172.10.2.84",1,632,367.0,0,"2013-04-03 10:04:23","2013-04-03 10:04:23",1
"172.30.1.74","239.255.255.250",11,2975,0.0,18,"2013-04-03 06:35:22","2013-04-03 06:44:08",11
"10.0.0.12","172.10.2.144",1,633,368.0,0,"2013-04-03 09:34:14","2013-04-03 09:34:14",1
"172.30.1.39","10.1.0.75",78,33650,599.1538462,0,"2013-04-03 06:50:18","2013-04-03 12:06:26",78
"172.30.1.196","10.0.0.9",70,31602,623.0857143,3,"2013-04-03 06:49:23","2013-04-03 11:40:23",70
"172.10.1.47","10.0.0.13",115,52330,631.0521739,22,"2013-04-03 06:50:50","2013-04-03 15:12:22",115
"172.10.2.97","10.0.0.10",104,44970,622.5384615,26,"2013-04-03 06:49:08","2013-04-03 15:17:51",104
"172.10.2.82","10.0.0.13",104,44352,625.7980769,14,"2013-04-03 06:51:08","2013-04-03 14:51:57",104
"172.20.2.74","10.0.0.11",61,28154,631.2295082,22,"2013-04-03 06:55:46","2013-04-03 11:13:39",61
"10.1.0.76","172.10.1.153",2,1204,250.0,0,"2013-04-03 09:44:10","2013-04-03 11:50:16",2
"172.20.2.104","10.0.0.6",59,26781,632.0,5,"2013-04-03 06:56:50","2013-04-03 11:08:02",59
"172.30.1.137","10.0.0.10",92,41498,621.0869565,45,"2013-04-03 06:51:25","2013-04-03 12:05:15",92
"172.20.2.53","10.0.0.12",63,28778,632.015873,9,"2013-04-03 06:51:32","2013-04-03 11:08:48",63
"10.0.0.13","172.10.2.88",3,1837,281.3333333,2,"2013-04-03 09:46:30","2013-04-03 11:29:27",3
"172.10.1.35","10.0.0.9",111,50342,627.2792793,20,"2013-04-03 06:48:43","2013-04-03 15:06:02",111
"172.20.1.67","10.0.0.5",73,32678,623.3424658,3,"2013-04-03 06:56:40","2013-04-03 11:25:19",73
"10.0.0.9","172.20.1.66",1,570,108.0,0,"2013-04-03 10:36:50","2013-04-03 10:36:50",1
"172.30.1.213","10.0.0.9",113,50976,620.8849558,23,"2013-04-03 06:52:51","2013-04-03 14:57:11",113
"172.10.1.227","10.0.0.14",110,50346,631.9454545,65,"2013-04-03 06:51:23","2013-04-03 15:05:52",110
"172.10.1.185","10.0.0.12",69,31326,630.6521739,6,"2013-04-03 06:54:10","2013-04-03 15:06:06",69
"172.10.1.233","10.0.0.14",93,42912,632.4193548,15,"2013-04-03 06:50:52","2013-04-03 14:58:15",93
"10.0.0.7","172.10.1.243",2,1202,249.5,0,"2013-04-03 09:48:53","2013-04-03 10:42:38",2
"172.10.2.69","10.0.0.9",97,41184,624.9278351,7,"2013-04-03 06:52:40","2013-04-03 15:08:23",97
"172.30.2.55","10.0.0.6",86,37999,605.2093023,21,"2013-04-03 06:49:05","2013-04-03 12:12:37",86
"10.0.0.10","172.20.2.136",1,571,108.0,0,"2013-04-03 10:10:12","2013-04-03 10:10:12",1
"172.30.1.173","10.0.0.9",74,33190,617.9459459,17,"2013-04-03 06:53:15","2013-04-03 12:03:52",74
"172.20.2.140","10.0.0.7",70,31664,623.8571429,7,"2013-04-03 06:50:01","2013-04-03 11:29:50",70
"10.7.5.5","172.10.1.110",3,2497542,19918.66667,182,"2013-04-03 11:27:57","2013-04-03 11:51:47",3
"172.30.1.85","10.0.0.9",71,32114,621.5774648,12,"2013-04-03 06:48:40","2013-04-03 12:09:22",71
"172.30.2.48","10.0.0.10",68,29226,591.0,118,"2013-04-03 06:50:34","2013-04-03 12:12:37",68
"172.20.1.42","10.0.0.10",55,24632,628.9272727,37,"2013-04-03 06:49:21","2013-04-03 11:20:06",55
"172.30.1.156","10.0.0.13",81,37016,631.6666667,7,"2013-04-03 06:48:05","2013-04-03 12:02:07",81
"172.20.2.86","10.0.0.9",63,28730,617.3333333,31,"2013-04-03 06:49:12","2013-04-03 11:11:26",63
"172.30.1.136","10.0.0.8",84,37715,625.2142857,6,"2013-04-03 06:51:12","2013-04-03 11:46:16",84
"172.10.1.8","10.0.0.8",100,45192,625.76,76,"2013-04-03 06:52:37","2013-04-03 15:16:25",100
"172.30.1.108","172.30.0.4",3,558,0.0,24,"2013-04-03 11:55:12","2013-04-03 11:58:04",3
"172.10.1.5","10.0.0.12",107,48524,628.1682243,7,"2013-04-03 06:48:49","2013-04-03 15:00:33",107
"172.20.1.229","10.0.0.14",125,57100,617.192,100,"2013-04-03 06:49:08","2013-04-03 15:14:12",125
"172.10.1.208","10.0.0.5",118,54316,626.2542373,22,"2013-04-03 06:49:35","2013-04-03 15:14:54",118
"172.10.1.238","10.1.0.77",100,45185,616.33,38,"2013-04-03 06:48:59","2013-04-03 15:11:18",100
"10.0.0.7","172.30.2.60",1,632,391.0,0,"2013-04-03 09:54:10","2013-04-03 09:54:10",1
"172.10.1.205","10.0.0.8",100,44692,625.6,7,"2013-04-03 06:48:51","2013-04-03 15:13:44",100
"172.30.2.98","10.0.0.5",61,27638,613.1803279,85,"2013-04-03 06:56:43","2013-04-03 12:12:37",61
"172.30.1.63","10.0.0.8",88,38958,614.5681818,4,"2013-04-03 06:47:59","2013-04-03 12:11:07",88
"172.10.1.176","10.0.0.14",89,40835,613.5730337,47,"2013-04-03 06:49:45","2013-04-03 15:05:27",89
"10.0.0.11","172.20.1.95",2,1266,392.0,0,"2013-04-03 10:31:26","2013-04-03 10:35:56",2
"172.10.1.117","10.0.0.5",78,35172,616.5897436,13,"2013-04-03 06:49:21","2013-04-03 15:14:56",78
"172.30.2.80","10.0.0.5",70,30351,599.4,401,"2013-04-03 06:50:39","2013-04-03 12:12:37",70
"172.30.1.247","172.30.0.4",3,558,0.0,25,"2013-04-03 11:54:11","2013-04-03 11:58:29",3
"172.30.1.182","10.0.0.13",83,37074,623.4216867,0,"2013-04-03 06:48:41","2013-04-03 12:05:36",83
"172.20.1.32","10.0.0.14",72,32634,633.0,17,"2013-04-03 06:49:28","2013-04-03 11:35:12",72
"172.30.2.135","10.0.0.14",76,33270,606.5921053,2,"2013-04-03 06:49:44","2013-04-03 12:12:36",76
"172.30.2.95","172.0.0.1",1,540,0.0,2,"2013-04-03 06:36:09","2013-04-03 06:36:09",1
"172.10.2.53","10.0.0.5",96,40783,618.8333333,11,"2013-04-03 06:49:40","2013-04-03 15:05:42",96
"172.10.2.67","10.0.0.13",98,42672,632.4489796,27,"2013-04-03 06:49:42","2013-04-03 15:08:59",98
"172.20.2.95","10.0.0.14",61,27706,629.4590164,14,"2013-04-03 06:53:35","2013-04-03 11:13:44",61
"10.0.0.14","172.10.2.107",2,625,54.0,0,"2013-04-03 09:55:05","2013-04-03 10:48:32",2
"172.10.0.6","172.30.1.67",13,962,0.0,0,"2013-04-03 04:57:37","2013-04-03 23:13:42",13
"172.10.0.6","172.20.1.249",5,466,0.0,0,"2013-04-03 04:21:47","2013-04-03 20:17:13",5
"172.10.2.147","10.0.0.8",133,56856,626.4360902,27,"2013-04-03 06:48:57","2013-04-03 14:59:53",133
"172.10.0.6","172.30.1.13",12,888,0.0,0,"2013-04-03 04:57:33","2013-04-03 23:18:35",12
"10.1.0.76","172.10.1.113",2,687,196.0,0,"2013-04-03 09:57:55","2013-04-03 10:25:33",2
"172.10.1.170","10.0.0.11",69,31110,620.6956522,92,"2013-04-03 06:57:09","2013-04-03 15:13:05",69
"10.1.0.75","172.10.1.214",1,633,392.0,0,"2013-04-03 10:53:07","2013-04-03 10:53:07",1
"10.0.0.9","172.10.1.167",1,632,391.0,0,"2013-04-03 10:41:06","2013-04-03 10:41:06",1
"172.20.2.94","10.7.5.5",56,4071597,2741528.107,3956,"2013-04-03 10:12:11","2013-04-03 11:17:43",56
"172.10.2.98","10.0.0.12",103,44550,633.0,7,"2013-04-03 06:49:00","2013-04-03 14:49:23",103
"172.10.1.245","10.1.0.77",103,47398,632.4757282,23,"2013-04-03 06:49:27","2013-04-03 15:15:11",103
"172.10.1.12","10.1.0.76",119,53688,626.7058824,15,"2013-04-03 06:53:44","2013-04-03 15:04:55",119
"172.30.1.47","10.0.0.14",83,37390,626.0240964,4,"2013-04-03 06:48:15","2013-04-03 12:12:11",83
"10.0.0.11","172.20.2.102",1,633,392.0,0,"2013-04-03 10:16:59","2013-04-03 10:16:59",1
"172.10.1.179","10.0.0.11",77,35196,624.8831169,30,"2013-04-03 06:50:30","2013-04-03 15:09:17",77
"172.30.1.19","239.255.255.250",5,1925,0.0,18,"2013-04-03 06:35:29","2013-04-03 06:44:08",5
"172.30.2.81","10.0.0.14",77,34346,604.5324675,33,"2013-04-03 06:50:17","2013-04-03 12:12:36",77
"172.10.1.199","10.0.0.11",82,38164,622.3658537,67,"2013-04-03 06:50:15","2013-04-03 15:14:19",82
"172.10.0.6","172.30.1.205",14,1036,0.0,0,"2013-04-03 00:42:26","2013-04-03 23:15:20",14
"172.10.1.253","10.0.0.13",87,39862,624.4827586,23,"2013-04-03 06:49:15","2013-04-03 15:02:15",87
"10.0.0.13","172.20.2.111",2,1088,108.0,0,"2013-04-03 10:53:05","2013-04-03 11:16:56",2
"10.0.0.11","172.30.1.29",1,633,392.0,0,"2013-04-03 10:00:29","2013-04-03 10:00:29",1
"10.0.0.5","172.10.1.190",1,632,391.0,0,"2013-04-03 09:58:52","2013-04-03 09:58:52",1
"172.10.1.119","10.0.0.14",79,36150,632.3164557,21,"2013-04-03 06:49:28","2013-04-03 15:10:40",79
"172.10.1.141","10.0.0.13",68,31332,626.1911765,28,"2013-04-03 07:10:38","2013-04-03 15:06:19",68
"172.10.2.76","10.0.0.8",94,40659,625.9361702,22,"2013-04-03 06:50:05","2013-04-03 15:18:28",94
"172.30.1.252","172.30.0.4",1,62,0.0,0,"2013-04-03 11:53:53","2013-04-03 11:53:53",1
"172.30.2.53","10.0.0.12",78,35242,622.8076923,59,"2013-04-03 06:48:31","2013-04-03 12:12:37",78
"172.30.2.127","172.0.0.1",1,270,0.0,1,"2013-04-03 06:36:09","2013-04-03 06:36:09",1
"172.30.1.141","10.0.0.5",67,30418,629.4626866,8,"2013-04-03 06:48:15","2013-04-03 12:03:09",67
"172.30.2.60","10.0.0.13",64,28333,603.453125,149,"2013-04-03 06:49:45","2013-04-03 12:12:37",64
"172.20.1.215","10.0.0.10",125,57102,629.296,67,"2013-04-03 06:49:09","2013-04-03 14:54:07",125
"172.10.1.150","10.0.0.7",74,33980,631.2702703,17,"2013-04-03 06:57:08","2013-04-03 15:11:02",74
"172.10.1.35","10.0.0.12",123,55802,623.2764228,10,"2013-04-03 06:50:31","2013-04-03 15:12:18",123
"172.10.1.126","10.0.0.6",71,32687,631.2394366,22,"2013-04-03 06:57:21","2013-04-03 15:10:54",71
"172.30.2.55","10.0.0.9",80,36078,624.0,6,"2013-04-03 06:48:19","2013-04-03 12:06:58",80
"172.30.1.224","239.255.255.250",6,1400,0.0,6,"2013-04-03 06:36:13","2013-04-03 06:36:20",6
"172.20.2.98","10.0.0.13",60,27124,622.3166667,9,"2013-04-03 06:51:42","2013-04-03 11:28:36",60
"172.20.1.254","10.0.0.13",137,62550,627.9854015,58,"2013-04-03 06:49:12","2013-04-03 14:57:12",137
"10.0.0.6","172.30.1.9",2,1140,108.0,0,"2013-04-03 10:00:41","2013-04-03 10:01:32",2
"172.30.1.249","10.0.0.7",118,53745,627.6271186,14,"2013-04-03 06:54:10","2013-04-03 15:12:34",118
"172.30.2.140","10.0.0.13",72,32634,625.8194444,1,"2013-04-03 06:49:56","2013-04-03 12:06:47",72
"172.10.1.75","239.255.255.250",9,1925,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",9
"172.30.1.9","239.255.255.250",21,4725,0.0,18,"2013-04-03 06:35:22","2013-04-03 06:44:08",21
"172.10.1.23","10.1.0.77",113,51436,626.0353982,18,"2013-04-03 06:49:07","2013-04-03 15:17:00",113
"172.10.1.132","10.1.0.76",78,35872,633.0,8,"2013-04-03 06:50:54","2013-04-03 15:18:07",78
"172.10.1.149","10.0.0.9",64,29221,632.0,2,"2013-04-03 06:51:55","2013-04-03 14:30:34",64
"172.10.1.241","10.0.0.12",109,49486,632.5045872,9,"2013-04-03 06:48:51","2013-04-03 15:11:06",109
"172.30.1.233","10.0.0.13",112,50802,627.8303571,16,"2013-04-03 06:49:07","2013-04-03 15:02:41",112
"172.10.1.35","10.1.0.75",99,44446,620.8383838,4,"2013-04-03 06:49:10","2013-04-03 15:03:46",99
"172.30.1.100","10.0.0.14",91,41788,624.3516484,43,"2013-04-03 06:49:46","2013-04-03 12:13:50",91
"172.30.2.60","10.0.0.8",71,30940,591.1830986,312,"2013-04-03 06:54:15","2013-04-03 12:12:37",71
"172.30.1.52","10.1.0.75",91,41556,632.4065934,24,"2013-04-03 06:48:55","2013-04-03 12:12:43",91
"172.10.1.72","239.255.255.250",8,1750,0.0,6,"2013-04-03 06:36:20","2013-04-03 06:36:27",8
"172.30.1.216","172.0.0.1",29,2610,90.0,0,"2013-04-03 00:26:46","2013-04-03 23:06:00",29
"172.10.1.174","10.0.0.12",75,34752,626.8266667,35,"2013-04-03 06:51:59","2013-04-03 15:11:22",75
"172.20.2.100","10.0.0.12",83,37460,626.1204819,8,"2013-04-03 06:51:09","2013-04-03 11:17:04",83
"10.0.0.14","172.30.1.10",1,633,392.0,0,"2013-04-03 11:32:07","2013-04-03 11:32:07",1
"172.20.2.90","10.0.0.13",64,29110,624.921875,17,"2013-04-03 06:53:03","2013-04-03 11:13:09",64
"172.10.1.220","172.0.0.1",30,3150,105.0,48,"2013-04-03 01:31:31","2013-04-03 22:53:36",30
"172.20.1.17","10.0.0.14",58,26508,632.0689655,9,"2013-04-03 06:50:38","2013-04-03 11:30:26",58
"172.10.1.63","172.0.0.1",1,270,0.0,0,"2013-04-03 06:36:21","2013-04-03 06:36:21",1
"172.10.1.114","10.1.0.100",72,32487,625.1944444,8,"2013-04-03 06:51:00","2013-04-03 14:40:57",72
"172.20.1.73","239.255.255.250",11,2275,0.0,6,"2013-04-03 06:36:51","2013-04-03 06:36:59",11
"172.10.1.238","10.1.0.75",99,45128,621.9292929,36,"2013-04-03 06:51:01","2013-04-03 14:41:27",99
"10.0.0.8","172.10.1.63",1,570,108.0,0,"2013-04-03 10:45:03","2013-04-03 10:45:03",1
"172.20.2.63","10.0.0.5",77,34819,623.7922078,8,"2013-04-03 06:49:01","2013-04-03 11:19:39",77
"172.10.2.78","10.0.0.10",97,41432,617.4845361,20,"2013-04-03 06:50:03","2013-04-03 15:14:11",97
"10.0.0.12","172.20.1.42",1,633,392.0,0,"2013-04-03 10:51:59","2013-04-03 10:51:59",1
"10.0.0.14","172.10.1.36",1,633,392.0,0,"2013-04-03 10:14:52","2013-04-03 10:14:52",1
"172.20.1.247","10.7.5.5",305,22066776,3231421.19,8138,"2013-04-03 10:08:45","2013-04-03 15:08:05",305
"172.10.1.199","10.1.0.100",81,37498,631.2345679,26,"2013-04-03 06:53:27","2013-04-03 14:52:37",81
"172.30.1.30","10.0.0.11",86,38598,619.0,59,"2013-04-03 06:48:21","2013-04-03 12:00:00",86
"172.30.1.217","10.0.0.13",139,62252,624.2805755,16,"2013-04-03 06:49:07","2013-04-03 14:54:34",139
"172.30.1.198","172.30.0.4",3,558,0.0,26,"2013-04-03 11:55:12","2013-04-03 11:57:45",3
"172.10.0.6","172.10.1.242",4,296,0.0,0,"2013-04-03 04:21:02","2013-04-03 20:16:30",4
"10.0.0.8","172.20.1.220",1,570,108.0,0,"2013-04-03 11:32:46","2013-04-03 11:32:46",1
"10.0.0.12","172.30.2.81",1,633,392.0,0,"2013-04-03 10:54:37","2013-04-03 10:54:37",1
"172.30.2.99","10.0.0.14",81,36042,607.654321,48,"2013-04-03 06:51:30","2013-04-03 12:12:37",81
"10.0.0.7","172.20.1.251",1,570,108.0,0,"2013-04-03 10:11:22","2013-04-03 10:11:22",1
"172.30.2.116","10.0.0.8",70,31622,615.6,65,"2013-04-03 06:50:35","2013-04-03 12:12:36",70
"172.30.1.199","239.255.255.250",6,1750,0.0,12,"2013-04-03 06:35:52","2013-04-03 12:05:31",6
"172.30.2.111","10.1.0.75",86,38536,618.9069767,4,"2013-04-03 06:50:43","2013-04-03 12:06:50",86
"172.30.1.24","10.0.0.5",87,39411,630.137931,21,"2013-04-03 06:48:00","2013-04-03 12:06:03",87
"10.0.0.5","172.30.2.137",1,632,391.0,0,"2013-04-03 09:44:00","2013-04-03 09:44:00",1
"172.10.2.106","10.0.0.6",117,49988,631.4700855,18,"2013-04-03 06:50:14","2013-04-03 15:06:48",117
"172.30.1.222","10.0.0.5",124,56576,627.4032258,27,"2013-04-03 06:48:24","2013-04-03 15:12:06",124
"172.30.1.197","239.255.255.250",7,1925,0.0,12,"2013-04-03 06:35:52","2013-04-03 12:05:31",7
"10.0.0.7","172.20.2.86",1,632,391.0,0,"2013-04-03 10:25:33","2013-04-03 10:25:33",1
"172.30.1.9","10.0.0.5",73,32454,615.5342466,85,"2013-04-03 06:47:57","2013-04-03 12:07:55",73
"10.0.0.14","172.10.1.39",1,571,162.0,2,"2013-04-03 10:39:34","2013-04-03 10:39:34",1
"172.30.1.191","10.0.0.13",84,38244,633.0,37,"2013-04-03 06:48:40","2013-04-03 11:42:56",84
"172.20.1.58","10.0.0.10",73,33154,632.1506849,21,"2013-04-03 06:48:58","2013-04-03 11:15:45",73
"172.20.2.86","172.0.0.1",25,2610,82.8,18,"2013-04-03 00:32:24","2013-04-03 22:16:11",25
"10.0.0.5","172.30.1.33",1,570,108.0,0,"2013-04-03 09:44:14","2013-04-03 09:44:14",1
"10.0.0.12","172.20.1.228",1,633,392.0,0,"2013-04-03 10:03:11","2013-04-03 10:03:11",1
"172.10.1.106","10.1.0.76",83,38046,630.3975904,29,"2013-04-03 06:48:39","2013-04-03 15:08:55",83
